Name,Date,N_DAY_MAX_GRT_N-1_DAY_MAX,N_Day_Max_Lt_N-1_Close,N_Day_Min_Grt_N-1_Close,N_DAY_MIN_LT_N-1_DAY_MIN,N_09:00_To_09:30_Max_Minus_09:00_Open,N_09:00_To_09:30_Min_Minus_09:00_Open,N_09:00_To_13:45_Max_Minus_09:00_Open,N_09:00_To_13:45_Max_Minus_N-1_Close,N_09:00_To_13:45_Min_Minus_09:00_Open,N_09:00_To_13:45_Min_Minus_N-1_Close,N_09:00_To_15:00_Max_Minus_09:00_Open,N_09:00_To_15:00_Min_Minus_09:00_Open,N_09:30_MAX_MINUS_N-1_09:00_Open,N_09:30_MAX_MINUS_N-1_EOD_CLOSE,N_09:30_Min_MINUS_N-1_09:00_Open,N_09:30_Min_MINUS_N-1_EOD_CLOSE,N_09:30_To_13:45_Max_Minus_N_09:30_Open,N_09:30_To_13:45_Min_Minus_N_09:30_Open,N_09:30_To_15:00_Max_Minus_N_09:30_Open,N_09:30_To_15:00_Min_Minus_N_09:30_Open,N-1_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-1_09:00_To_09:30_Max_Minus_N-2_09:00_Open,N-1_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-1_09:00_To_09:30_Min_Minus_N-2_09:00_Open,N-1_09:30_Open_Minus_N-1_EOD_Close,N-1_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-1_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-1_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-1_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-1_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-1_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-1_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-1_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-1_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-1_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-1_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-1_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-1_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-1_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-1_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-1_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-1_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-1_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-1_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-1_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-1_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-1_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-1_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-1_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-1_15:30_To_EOD_MAX_MINUS_N_09:00_OPEN,N-1_15:30_To_EOD_MIN_MINUS_N_09:00_OPEN,N-1_Close_Minus_N_09:00_To_09:30_Max,N-1_Close_Minus_N_09:00_To_09:30_Min_,N-1_Close_Minus_N_09:00_To_15:00_Max,N-1_Close_Minus_N_09:00_To_15:00_Min_,N-1_EOD_Close_Minus_N-1_09:00_Open,N-2_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-2_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-2_09:30_Open_Minus_N-2_EOD_Close,N-2_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-2_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-2_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-2_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-2_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-2_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-2_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-2_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-2_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-2_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-2_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-2_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-2_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-2_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-2_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-2_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-2_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-2_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-2_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-2_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-2_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-2_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-2_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-2_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-2_15:30_To_EOD_MAX_MINUS_N-1_09:00_OPEN,N-2_15:30_To_EOD_MIN_MINUS_N-1_09:00_OPEN,N-2_EOD_Close_Minus_N-2_09:00_Open
BAJFINANCE,20190405,1,0,1,0,PZ,NZ,P,PP,NZ,Z,P,NZ,PZ,PZ,NZ,Z,P,NZ,P,NZ,PZ,P,NZ,Z,Z,PZ,Z,Z,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,NZ,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,Z,PP,Z,Z,PZ,NZ,P,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,PZ,Z,PZ,NZ,Z,NZ,Z,NZ,PZ,NZ,Z,N,Z,NN,N
BAJFINANCE,20190406,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,PZ,NZ,NZ,P,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,PP,Z,Z,NN,Z,NN,PP,PZ,NZ,Z,PZ,Z,Z,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,NZ,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,Z
BANKBARODA,20190405,0,0,0,1,PZ,NZ,PZ,P,NN,N,PZ,NN,Z,P,NZ,Z,PZ,NN,PZ,NN,PZ,P,NZ,NZ,Z,Z,NZ,PZ,Z,Z,NZ,PZ,NZ,Z,N,PP,Z,Z,N,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,P,Z,P,N,N,PZ,N,N,PZ,Z,PZ,NZ,P,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,Z,P,Z,Z,N,PZ,Z,PZ,NZ,Z,N,Z,NZ,Z
BANKBARODA,20190406,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,Z,NZ,NZ,N,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,Z,NZ,PZ,NZ,P,NZ,Z,Z,Z,NN,Z,NN,N,PZ,NZ,Z,Z,NZ,PZ,Z,Z,NZ,PZ,NZ,Z,N,PP,Z,Z,N,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,N
BANKINDIA,20190405,0,0,0,1,PZ,NZ,PZ,P,NN,N,PZ,NN,PZ,P,Z,Z,Z,NN,Z,NN,PZ,Z,NZ,NN,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,NZ,Z,N,PP,NZ,Z,N,PZ,NZ,PZ,NZ,Z,N,PZ,NZ,PZ,NZ,Z,NZ,P,Z,P,N,Z,P,NZ,Z,PZ,NZ,PZ,NZ,PP,Z,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,N,Z,N,PP,Z,Z
BANKINDIA,20190406,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,PZ,NZ,Z,N,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,Z,NZ,PZ,NZ,PZ,NZ,Z,Z,Z,NN,Z,NN,Z,PZ,NZ,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,NZ,Z,N,PP,NZ,Z,N,PZ,NZ,PZ,NZ,Z,N,PZ,NZ,PZ,NZ,Z,NZ,Z
BHARATFORG,20190405,1,0,1,0,P,Z,P,P,Z,Z,P,Z,PP,P,Z,Z,PZ,NZ,PZ,NZ,PZ,Z,NZ,NN,P,PZ,Z,P,Z,Z,NZ,PZ,NZ,PZ,NZ,P,Z,Z,NZ,PZ,Z,PZ,Z,Z,NZ,PZ,NZ,P,Z,PZ,NZ,P,Z,P,Z,Z,PZ,NZ,Z,PZ,NZ,PZ,Z,PZ,Z,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,PZ,Z,PZ,NZ,PZ,Z,Z,NZ,Z,N,P,Z,Z
BHARATFORG,20190406,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,P,PP,Z,Z,Z,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,Z,NZ,Z,NZ,Z,Z,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,PZ,Z,Z,NN,Z,NN,Z,PZ,NZ,N,PZ,Z,P,Z,Z,NZ,PZ,NZ,PZ,NZ,P,Z,Z,NZ,PZ,Z,PZ,Z,Z,NZ,PZ,NZ,P,Z,Z,NZ,Z
BHARTIARTL,20190405,1,0,0,0,PZ,N,PZ,PZ,N,NZ,PZ,N,P,PZ,Z,NZ,P,NZ,P,NZ,P,PP,Z,Z,Z,PZ,Z,Z,NZ,PZ,NZ,Z,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,P,NZ,PZ,NZ,PZ,NZ,P,P,NZ,Z,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,Z,Z,NZ,PZ,NZ,PZ,NZ,P,NZ,PZ,NZ,Z,NN,PP
BHARTIARTL,20190406,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,P,N,Z,Z,PZ,NZ,P,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,Z,NZ,PZ,NZ,PZ,Z,Z,Z,Z,NN,Z,NN,Z,P,Z,Z,PZ,Z,Z,NZ,PZ,NZ,Z,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,P
BHEL,20190405,0,0,0,0,PZ,NZ,P,P,NZ,NZ,P,N,Z,P,N,Z,PZ,N,PZ,N,P,Z,NZ,N,N,PZ,NZ,PZ,NZ,Z,NZ,PZ,Z,Z,NZ,P,Z,Z,NZ,PZ,NZ,Z,NZ,Z,NN,P,NZ,P,NZ,Z,NZ,P,Z,P,NZ,N,P,NZ,Z,PZ,NZ,Z,NZ,P,Z,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,Z,NZ,PZ,NZ,PZ,N,PP,Z,Z
BHEL,20190406,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,Z,NZ,N,N,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,Z,NZ,PZ,NZ,Z,NZ,PZ,Z,Z,NZ,PZ,NZ,Z,NZ,Z,Z,Z,NN,Z,NN,N,P,NZ,P,PZ,NZ,PZ,NZ,Z,NZ,PZ,Z,Z,NZ,P,Z,Z,NZ,PZ,NZ,Z,NZ,Z,NN,P,NZ,P,NZ,Z,NZ,N
BPCL,20190405,0,0,0,0,P,Z,P,P,Z,NZ,P,Z,Z,P,NN,NZ,PZ,NZ,PZ,NZ,Z,Z,N,NN,Z,PZ,Z,PZ,NZ,Z,NZ,PZ,Z,Z,NZ,PZ,Z,Z,NZ,Z,NZ,P,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,Z,P,NZ,P,NZ,NN,PZ,N,Z,PZ,NZ,PZ,N,PZ,NZ,PZ,NZ,PZ,Z,PZ,Z,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,Z,Z,NZ,PP,Z,N
BPCL,20190406,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,P,Z,Z,NN,Z,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,PZ,Z,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,P,Z,Z,NN,Z,NN,P,Z,N,Z,PZ,Z,PZ,NZ,Z,NZ,PZ,Z,Z,NZ,PZ,Z,Z,NZ,Z,NZ,P,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,NN
CANBK,20190405,0,0,0,1,PZ,NZ,PZ,P,N,N,PZ,N,Z,P,N,Z,Z,NN,Z,NN,PZ,Z,NZ,NN,N,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,NN,PP,NZ,Z,N,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,P,Z,P,N,N,PZ,Z,Z,PZ,NZ,PZ,NZ,PP,Z,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,Z,NZ,PZ,NZ,PZ,NZ,Z,N,PP,Z,Z
CANBK,20190406,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,Z,NZ,N,N,Z,N,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,Z,NZ,PZ,NZ,PZ,NZ,Z,Z,Z,NN,Z,NN,N,PZ,NZ,P,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,NN,PP,NZ,Z,N,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,N
CENTURYTEX,20190406,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,P,NZ,Z,Z,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,Z,NZ,Z,Z,PZ,Z,PZ,NZ,Z,NZ,PZ,NZ,Z,NZ,PZ,Z,P,Z,Z,NN,Z,NN,P,PZ,NZ,Z,PZ,Z,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,Z
CIPLA,20190405,1,0,1,0,PZ,NZ,P,PP,NZ,Z,P,NZ,PP,PP,Z,Z,PP,Z,PP,Z,PZ,Z,NZ,NZ,Z,PZ,Z,Z,NZ,PZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,PZ,Z,PZ,NZ,PZ,N,PP,Z,PP,Z,Z,PZ,NZ,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,P,Z,P
